repair_batch,repair_batch_index,collector,sample_id,main_relative_path,primary_error,result,changed,unresolved_reason,before_event_start,before_event_end,after_event_start,after_event_end,selected_candidate_time,visual_contact_time,audio_visual_offset,before_duration,after_duration,recut_status,source_clip_start_before,source_clip_start_after,source_clip_end_after,before_trajectory,after_trajectory,trajectory_changed,qwen_proposed_trajectory,trajectory_change_suppressed,qwen_binding_status,qwen_confidence,qwen_model,contact_gate_status,contact_gate_decision,contact_gate_contact_visible,contact_gate_live_pitch_and_swing_visible,contact_gate_candidate_sound_is_bat_contact,contact_gate_replay_or_slow_motion,contact_gate_confidence,contact_gate_model,contact_gate_visual_evidence,contact_gate_audio_evidence,contact_gate_failure_reason,before_video_sha256,before_audio_sha256,after_video_sha256,after_audio_sha256,apply_mode
1,11,Codex_Workstation,F_0014,dataset/fly_ball/Codex_Workstation/F_0014,clip_too_short,recut_and_retime,yes,,1.090,1.190,1.085,1.185,1.135,1.140,0.005,7.014,13.155,recut_complete,0.000,0.000,13.155,fly,fly,no,fly,no,audio_candidate_bound,0.95,qwen3.5-omni-flash-2026-03-15,contact_gate_pass,confirm,True,True,True,False,0.95,qwen3.5-omni-plus-2026-03-15,"The video shows a live pitch sequence from behind the pitcher. The batter swings and makes contact with the ball at approximately 0.7 seconds into the clip, followed by immediate follow-through.",A sharp crack sound consistent with a bat hitting a ball is heard at the moment of visual contact.,,e479b231921a9f727707ae2170dbd097dfd6cb86681b008f3157b091d312b8e0,ebb14e858c436061d572b70f83fd2015613dec9f7351e81a7e6bad1bb8b631d7,e479b231921a9f727707ae2170dbd097dfd6cb86681b008f3157b091d312b8e0,ebb14e858c436061d572b70f83fd2015613dec9f7351e81a7e6bad1bb8b631d7,applied
1,12,Codex_Workstation,F_0016,dataset/fly_ball/Codex_Workstation/F_0016,clip_too_short,recut_and_retime,yes,,3.660,3.760,1.955,2.055,2.005,2.005,0.000,7.014,14.000,recut_complete,0.000,1.725,15.725,line_drive,line_drive,no,fly,yes,audio_candidate_bound,0.95,qwen3.5-omni-flash-2026-03-15,contact_gate_pass,confirm,True,True,True,False,1.0,qwen3.5-omni-plus-2026-03-15,"The video shows a live pitch from the mound to home plate. The batter (wearing red) swings and makes solid contact with the ball, visible as the bat connects and the ball changes trajectory sharply.","A distinct, sharp 'crack' sound consistent with a baseball bat hitting a ball is heard, synchronized perfectly with the visual moment of contact.",,9d3d42d614350f1d5d6fedda87a458b81724804f12b22046a00113a74e5a16c8,0aaef5e26a12777c2943c445583896228e79231256429e2d5258bef7b685f8f7,9d3d42d614350f1d5d6fedda87a458b81724804f12b22046a00113a74e5a16c8,0aaef5e26a12777c2943c445583896228e79231256429e2d5258bef7b685f8f7,applied
1,13,Codex_Workstation,F_0018,dataset/fly_ball/Codex_Workstation/F_0018,clip_too_short,recut_and_retime,yes,,1.920,2.020,1.905,2.005,1.955,2.000,0.045,7.014,9.059,recut_partial_context,0.000,0.000,9.059,fly,fly,no,fly,no,audio_candidate_bound,0.95,qwen3.5-omni-flash-2026-03-15,contact_gate_pass,confirm,True,True,True,False,1.0,qwen3.5-omni-plus-2026-03-15,"The video shows a live pitch sequence from behind the pitcher. The pitcher delivers the ball, and the batter swings, making visible contact with the ball around the 0.7-second mark, followed by an immediate swing follow-through.","A sharp, distinct crack sound consistent with a bat hitting a baseball is heard, synchronized perfectly with the visual moment of contact.",,d5188a51a3605780c6046a55e6e4ad3068a9a8828eed487d2dec174d466d0215,741114ad88ce9d3ab56f6579469f9ee4d4aef4d85f4ffff35ae5bae6a1590d81,d5188a51a3605780c6046a55e6e4ad3068a9a8828eed487d2dec174d466d0215,741114ad88ce9d3ab56f6579469f9ee4d4aef4d85f4ffff35ae5bae6a1590d81,applied
1,14,Codex_Workstation,F_0019,dataset/fly_ball/Codex_Workstation/F_0019,clip_too_short,recut_and_retime,yes,,3.980,4.120,1.945,2.045,1.995,2.000,0.005,7.014,14.000,recut_complete,0.000,2.015,16.015,line_drive,line_drive,no,fly,yes,audio_candidate_bound,0.95,qwen3.5-omni-flash-2026-03-15,contact_gate_pass,confirm,True,True,True,False,0.95,qwen3.5-omni-plus-2026-03-15,"A pitcher throws the ball, and the batter swings. At approximately 0.7 seconds into the clip, the bat makes clear contact with the baseball, sending it flying.",A sharp 'crack' sound consistent with a bat hitting a baseball is heard at the expected time of contact.,,aa87f52e34b9425aa0990996d5fe98362fe40250111b3b53d4ac372382658d92,7c7619d825cd7dfb7e5cb6d59c9275b6c5504f65d8368016bdbe516b4518a6ed,aa87f52e34b9425aa0990996d5fe98362fe40250111b3b53d4ac372382658d92,7c7619d825cd7dfb7e5cb6d59c9275b6c5504f65d8368016bdbe516b4518a6ed,applied
1,15,Codex_Workstation,F_0022,dataset/fly_ball/Codex_Workstation/F_0022,clip_too_short,recut_and_retime,yes,,3.440,3.540,1.955,2.055,2.005,2.000,0.005,7.007,14.000,recut_complete,0.000,1.495,15.495,line_drive,line_drive,no,line_drive,no,audio_candidate_bound,0.95,qwen3.5-omni-flash-2026-03-15,contact_gate_pass,confirm,True,True,True,False,1.0,qwen3.5-omni-plus-2026-03-15,"The video shows a live pitch sequence from a center-field camera angle. A pitcher in a blue uniform delivers the ball to a batter in a grey uniform. The batter swings and makes solid contact with the ball, visible as a sharp impact at approximately 0.7 seconds into the clip.","A distinct, sharp 'crack' sound is heard, consistent with a baseball bat striking a ball. This sound aligns perfectly with the visual moment of contact.",,c1ade490fca54aa59218034d67d7fcb8d67df95ac01284c79898a0604875696d,0b2f14317aeefbcc586c3ae91930786eacb293fbf079205b288a5f2aefbeb146,c1ade490fca54aa59218034d67d7fcb8d67df95ac01284c79898a0604875696d,0b2f14317aeefbcc586c3ae91930786eacb293fbf079205b288a5f2aefbeb146,applied
1,16,Codex_Workstation,F_0025,dataset/fly_ball/Codex_Workstation/F_0025,clip_too_short,recut_and_retime,yes,,0.960,1.060,0.945,1.045,0.995,1.000,0.005,7.014,13.015,recut_complete,0.000,0.000,13.015,fly,fly,no,fly,no,audio_candidate_bound,0.95,qwen3.5-omni-flash-2026-03-15,contact_gate_pass,confirm,True,True,True,False,0.95,qwen3.5-omni-plus-2026-03-15,"The video shows a live pitch from the pitcher to the batter (Swanson). The batter swings and makes clear contact with the ball at approximately 0.7 seconds into the clip, causing the ball to deflect sharply.","A distinct, sharp 'crack' sound is heard around 0.7-0.8 seconds, consistent with a baseball bat hitting a ball.",,3460599976a5f965f903a5715e030579d5433e5554ee0f88a7d1a2d4b3096bf2,68bc92bb77a29e48a75398f1320b050e1e3b94aab981ffb2f1ec64cd1f370690,3460599976a5f965f903a5715e030579d5433e5554ee0f88a7d1a2d4b3096bf2,68bc92bb77a29e48a75398f1320b050e1e3b94aab981ffb2f1ec64cd1f370690,applied
1,17,Codex_Workstation,F_0026,dataset/fly_ball/Codex_Workstation/F_0026,clip_too_short,recut_and_retime,yes,,2.300,2.400,1.945,2.045,1.995,2.000,0.005,7.014,14.000,recut_complete,0.000,0.355,14.355,fly,fly,no,fly,no,audio_candidate_bound,0.95,qwen3.5-omni-flash-2026-03-15,contact_gate_pass,confirm,True,True,True,False,1.0,qwen3.5-omni-plus-2026-03-15,"The video shows a live pitch from the pitcher's mound to home plate. The batter swings and makes clear contact with the ball around the 0.7-second mark, followed by immediate follow-through.","A sharp, distinct crack sound consistent with a bat hitting a baseball is heard at approximately 0.7 seconds, synchronized with the visual contact.",,c6d953766249de230a06590ef447ede66644e57a7e2746487729381d1e46164e,4017950eb24977ab6b1385d571f7e03f3e4ec6d2f768dee8c8ec821082635583,c6d953766249de230a06590ef447ede66644e57a7e2746487729381d1e46164e,4017950eb24977ab6b1385d571f7e03f3e4ec6d2f768dee8c8ec821082635583,applied
1,18,Codex_Workstation,F_0027,dataset/fly_ball/Codex_Workstation/F_0027,contact_timestamp_wrong,recut_and_retime,yes,,0.590,0.690,0.685,0.785,0.735,0.740,0.005,7.014,12.755,recut_partial_context,0.000,0.000,12.755,line_drive,line_drive,no,line_drive,no,audio_candidate_bound,0.95,qwen3.5-omni-flash-2026-03-15,contact_gate_pass,confirm,True,True,True,False,0.95,qwen3.5-omni-plus-2026-03-15,"The clip shows a live pitch from the mound to home plate. The batter swings and makes clear contact with the ball at approximately 0.73 seconds into the clip, followed by the immediate follow-through of the swing.","A sharp, distinct 'crack' sound consistent with a bat hitting a baseball is audible at the moment of visual contact.",,15e160dfccd660ee70d4d48dc21b8013b36dee281dd04da3fbb1a32663a31592,a14e465be8e4f034505e0232e936c54d06d5fe6a13441ed52a14ff79c992208c,15e160dfccd660ee70d4d48dc21b8013b36dee281dd04da3fbb1a32663a31592,a14e465be8e4f034505e0232e936c54d06d5fe6a13441ed52a14ff79c992208c,applied
1,19,Codex_Workstation,F_0028,dataset/fly_ball/Codex_Workstation/F_0028,contact_timestamp_wrong,recut_and_retime,yes,,0.910,1.010,0.715,0.815,0.765,0.780,0.015,7.014,12.785,recut_partial_context,0.000,0.000,12.785,fly,fly,no,fly,no,audio_candidate_bound,0.95,qwen3.5-omni-flash-2026-03-15,contact_gate_pass,confirm,True,True,True,False,1.0,qwen3.5-omni-plus-2026-03-15,"The video shows a live pitch sequence from behind the pitcher's mound. The batter swings and makes clear contact with the baseball at approximately 0:00.7 seconds, causing the ball to fly into the outfield.","A distinct, sharp crack sound is heard at 0:00.765, consistent with the sound of a bat striking a baseball.",,7be57c1663f6eb250e1abc616d0bd9ebe10fbef433a734b57660d29300ce7a0b,fb42d549e95be9a627527486679f33d0fe3f44b447c2eadb556965b8afe250ed,7be57c1663f6eb250e1abc616d0bd9ebe10fbef433a734b57660d29300ce7a0b,fb42d549e95be9a627527486679f33d0fe3f44b447c2eadb556965b8afe250ed,applied
1,20,Codex_Workstation,F_0029,dataset/fly_ball/Codex_Workstation/F_0029,clip_too_short,unchanged_unresolved,no,contact_gate_reject,3.170,3.270,,,2.015,2.000,0.015,7.007,7.007,recut_complete,0.000,,,line_drive,,no,line_drive,no,audio_candidate_bound,0.98,qwen3.5-omni-flash-2026-03-15,contact_gate_reject,reject,False,True,False,False,1.0,qwen3.5-omni-plus-2026-03-15,The video shows a pitcher delivering a pitch to the batter (Stephenson). The batter swings and misses the ball completely around the 0.7-second mark. The catcher catches the ball in his mitt immediately after. There is no physical contact between the bat and the ball.,"The audio contains the sound of the ball hitting the catcher's mitt (a dull thud) at the end of the clip, along with commentary stating 'Still nobody out'. There is no sharp crack sound associated with a bat hitting a ball.","The visual evidence clearly shows the batter swinging and missing the pitch (a strike), followed by the ball hitting the catcher's mitt. No bat-ball contact occurred.",028a28e4a24ec45a39781100823b06f3a5cd618ecb19526556a9dd5ca7adb20d,f3f536f705fdcf3fbd510ee730124bea89d926dd843120ca23d6323768b45af7,,,applied
1,21,Codex_Workstation,F_0030,dataset/fly_ball/Codex_Workstation/F_0030,clip_too_short,unchanged_unresolved,no,contact_gate_reject,4.670,4.770,,,2.015,2.015,0.000,7.007,7.007,recut_complete,0.000,,,line_drive,,no,line_drive,no,audio_candidate_bound,0.95,qwen3.5-omni-flash-2026-03-15,contact_gate_reject,reject,False,False,True,False,1.0,qwen3.5-omni-plus-2026-03-15,"The video shows a pitcher winding up and delivering a pitch towards the batter. The clip ends just as the ball reaches the plate area; the batter has not yet swung, and no contact with the ball is visible.","A sharp 'crack' sound consistent with a bat hitting a ball is heard, accompanied by commentary saying 'Over short'.",The visual footage only captures the pitch delivery and does not show the batter swinging or making contact with the ball. The audio of the hit occurs outside the visible timeframe of this specific clip.,aaf2de972b88f4eb62986ffac89c0a74877535db6eae75ecc595a91bf93b6930,6e0fa23848ca125db54a31083b2872881fba6e7517c7f6825361737e9e41683e,,,applied
1,22,Codex_Workstation,F_0032,dataset/fly_ball/Codex_Workstation/F_0032,clip_too_short,unchanged_unresolved,no,contact_gate_reject,3.410,3.510,,,1.995,2.000,0.005,7.006,7.006,recut_complete,0.000,,,line_drive,,no,line_drive,no,audio_candidate_bound,0.95,qwen3.5-omni-flash-2026-03-15,contact_gate_reject,reject,False,True,False,False,1.0,qwen3.5-omni-plus-2026-03-15,The clip shows a pitcher winding up and releasing the ball. The batter is visible in the box but does not swing at the pitch within the duration of the clip. The video ends before the ball reaches home plate or any contact could occur.,The audio contains commentary saying 'Ratch delivers' (or similar) corresponding to the pitcher's action. There is no bat-ball crack sound present in the clip.,"No visual contact occurs in the clip; the footage ends while the ball is still in flight towards the plate. Consequently, there is no audible bat-ball crack.",2cfd5707e669c21bc729900dd5b98b3599e2639f9fa0b1b16de69ea611150b4b,73f4061e35a156f3ea05432b574226fdff66613121e50c86e2f339da0a1e5f84,,,applied
1,23,Codex_Workstation,F_0034,dataset/fly_ball/Codex_Workstation/F_0034,contact_timestamp_wrong,recut_and_retime,yes,,3.230,3.330,1.945,2.045,1.995,2.000,0.005,7.014,14.000,recut_complete,0.000,1.395,15.395,fly,fly,no,fly,no,audio_candidate_bound,0.95,qwen3.5-omni-flash-2026-03-15,contact_gate_pass,confirm,True,True,True,False,1.0,qwen3.5-omni-plus-2026-03-15,"The video shows a live pitch from the mound. The batter swings and makes clear contact with the ball around the 0.7-second mark, followed immediately by the swing's follow-through.","A sharp, distinct 'crack' sound is heard at approximately 0.7 seconds, consistent with a bat hitting a baseball.",,759d1d94d75ff9785caa2dcedf5095aae472014de286ae38c116b9ae95b41aca,7d77f719ebcf0d1618a6ee7046a80cdac7705355ca20591ac6da12877bcc789b,759d1d94d75ff9785caa2dcedf5095aae472014de286ae38c116b9ae95b41aca,7d77f719ebcf0d1618a6ee7046a80cdac7705355ca20591ac6da12877bcc789b,applied
1,24,Codex_Workstation,F_0035,dataset/fly_ball/Codex_Workstation/F_0035,clip_too_short,unchanged_unresolved,no,contact_gate_reject,3.170,3.270,,,1.985,2.000,0.015,7.006,7.006,recut_partial_context,0.000,,,line_drive,,no,line_drive,no,audio_candidate_bound,0.95,qwen3.5-omni-flash-2026-03-15,contact_gate_reject,reject,False,True,False,False,1.0,qwen3.5-omni-plus-2026-03-15,"The clip shows a pitcher delivering a pitch and the batter beginning his swing. The video cuts off while the bat is still moving forward, before any contact with the ball occurs or the swing is completed.",The audio consists solely of a commentator speaking ('...steer plays deep near the line'). There is no sharp cracking sound associated with a bat hitting a ball.,"No visual contact between bat and ball is shown in the clip; the video ends during the swing. Additionally, the audio contains only commentary, lacking the distinct sound of a bat-ball impact.",f7cfa7bcd88dfee180ee7bb0f7a9e7d0b1f5bc3789da51b5ef14aa90996b5e8a,9f2bc69c9de3f58191309f99daa0367f1dd230bab5cfd156c7695d2d86760e60,,,applied
1,25,Codex_Workstation,F_0036,dataset/fly_ball/Codex_Workstation/F_0036,clip_too_short,recut_and_retime,yes,,3.410,3.510,1.955,2.055,2.005,2.005,0.000,7.012,14.000,recut_complete,0.000,1.505,15.505,line_drive,line_drive,no,line_drive,no,audio_candidate_bound,0.95,qwen3.5-omni-flash-2026-03-15,contact_gate_pass,confirm,True,True,True,False,0.95,qwen3.5-omni-plus-2026-03-15,"The video shows a live pitch from the mound to home plate. The batter swings and makes contact with the ball around the 0.7-second mark, causing the ball to deflect upwards immediately after impact.","A distinct, sharp 'crack' sound is heard at approximately 0.7 seconds, consistent with a bat hitting a baseball.",,8b5cdfe56677412e849b2a2af8a71500ae649d4fa20af46f76270c503cc8f394,162745a14d5baa22a2292351ef2cac59519360a1fed15fad340970f669960a29,8b5cdfe56677412e849b2a2af8a71500ae649d4fa20af46f76270c503cc8f394,162745a14d5baa22a2292351ef2cac59519360a1fed15fad340970f669960a29,applied
1,26,Codex_Workstation,F_0037,dataset/fly_ball/Codex_Workstation/F_0037,clip_too_short,recut_and_retime,yes,,1.600,1.700,1.585,1.685,1.635,1.650,0.015,7.014,13.655,recut_complete,0.000,0.000,13.655,fly,fly,no,fly,no,audio_candidate_bound,0.95,qwen3.5-omni-flash-2026-03-15,contact_gate_pass,confirm,True,True,True,False,1.0,qwen3.5-omni-plus-2026-03-15,"The video shows a live pitch from the pitcher's mound to home plate. The batter (Torkelson) swings and makes visible contact with the ball at approximately the 0.7-second mark, sending the ball into play.","A distinct, sharp crack of a wooden bat hitting a baseball is heard, synchronized perfectly with the visual moment of contact between the bat and the ball.",,7b1c32772bdab539648ac9070e34fd7c75440a57ec7097e7f8388dc6017b5a96,2f76ff484fbd901595843cfc9734bf531db481da4c3e07bc92bba33cdb6c96c7,7b1c32772bdab539648ac9070e34fd7c75440a57ec7097e7f8388dc6017b5a96,2f76ff484fbd901595843cfc9734bf531db481da4c3e07bc92bba33cdb6c96c7,applied
