global_index,collector,sample_id,main_relative_path,id_digits,status,primary_error,error_types,required_actions,event_audio_assessment,current_event_start,current_event_end,suggested_contact_time,annotated_transient_time,annotated_transient_score,annotated_rms_ratio,annotated_diff_ratio,nearest_candidate_time,nearest_candidate_distance,strongest_candidate_time,strongest_candidate_score,audio_candidates_json,video_duration,duration_source,audio_duration,pre_contact_context,post_contact_context,trajectory_type,landing_zone,strength,missing_files,sample_csv_error,audio_error,video_title,video_url,source_id,source_path,source_clip_start,source_clip_end,resolved_source_path,source_available_locally,repair_batch,repair_batch_index
919,Codex_Workstation,F_1009,dataset/fly_ball/Codex_Workstation/F_1009,4,needs_edit,contact_timestamp_wrong,contact_timestamp_wrong;insufficient_post_contact_context,retime_from_local_audio_candidate;qwen_confirm_visual_contact_near_candidate;recover_source_and_recut_longer,likely_contact_timestamp_wrong,1.970,2.070,3.355,2.105,1.711,1.854,1.579,2.105,0.085,4.675,2.909,"[{""time"": 4.675, ""score"": 2.909, ""rms_ratio"": 1.509, ""diff_ratio"": 5.608}, {""time"": 6.345, ""score"": 2.471, ""rms_ratio"": 1.217, ""diff_ratio"": 5.016}, {""time"": 3.355, ""score"": 2.416, ""rms_ratio"": 1.312, ""diff_ratio"": 4.45}, {""time"": 3.715, ""score"": 2.054, ""rms_ratio"": 1.192, ""diff_ratio"": 3.538}, {""time"": 1.555, ""score"": 1.999, ""rms_ratio"": 1.222, ""diff_ratio"": 3.27}, {""time"": 6.485, ""score"": 1.937, ""rms_ratio"": 1.746, ""diff_ratio"": 2.15}, {""time"": 3.985, ""score"": 1.881, ""rms_ratio"": 1.713, ""diff_ratio"": 2.066}, {""time"": 6.915, ""score"": 1.854, ""rms_ratio"": 1.534, ""diff_ratio"": 2.239}, {""time"": 1.805, ""score"": 1.763, ""rms_ratio"": 1.152, ""diff_ratio"": 2.696}, {""time"": 2.105, ""score"": 1.711, ""rms_ratio"": 1.854, ""diff_ratio"": 1.579}, {""time"": 1.435, ""score"": 1.698, ""rms_ratio"": 1.587, ""diff_ratio"": 1.818}]",7.007,ffprobe,7.019,3.355,3.652,fly,pending,high,,,,Rob Refsnyder's solo home run (9) Rob Refsnyder's solo home run (9) Rob Refsnyder's solo home run (9) Rob Refsnyder belts a solo home run off the foul pole in left field to give the Red Sox a 2-1 lead in the 2nd inning,https://mlb-cuts-diamond.mlb.com/FORGE/2025/2025-09/17/1973249f-40eff8c5-791906b4-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,MLB_776299_rob-refsnyder-homers-9-on-a-fly-ball-to-left-field,raw_sources\MLB_776299_rob-refsnyder-homers-9-on-a-fly-ball-to-left-field_Rob_Refsnyder_s_solo_home_run_9_Rob_Refsnyder_s_solo_home_run_9_Rob_Refsnyder_s_solo_home_run_9_Rob_Refsnyde.mp4,5.300,12.300,,no,audit_checkpoint_002,39
918,Codex_Workstation,F_1008,dataset/fly_ball/Codex_Workstation/F_1008,4,needs_edit,clip_too_short,insufficient_post_contact_context,recover_source_and_recut_longer,annotated_contact_audio_confirmed,1.970,2.070,2.025,2.025,11.019,7.083,17.144,2.025,0.005,2.025,11.019,"[{""time"": 2.025, ""score"": 11.019, ""rms_ratio"": 7.083, ""diff_ratio"": 17.144}, {""time"": 3.215, ""score"": 2.775, ""rms_ratio"": 3.031, ""diff_ratio"": 2.54}, {""time"": 3.475, ""score"": 2.007, ""rms_ratio"": 2.718, ""diff_ratio"": 1.482}, {""time"": 6.015, ""score"": 2.001, ""rms_ratio"": 2.082, ""diff_ratio"": 1.923}, {""time"": 4.355, ""score"": 1.989, ""rms_ratio"": 2.468, ""diff_ratio"": 1.603}, {""time"": 2.965, ""score"": 1.98, ""rms_ratio"": 2.34, ""diff_ratio"": 1.676}, {""time"": 5.805, ""score"": 1.961, ""rms_ratio"": 1.822, ""diff_ratio"": 2.11}, {""time"": 2.435, ""score"": 1.947, ""rms_ratio"": 3.15, ""diff_ratio"": 1.203}, {""time"": 2.175, ""score"": 1.945, ""rms_ratio"": 2.058, ""diff_ratio"": 1.838}, {""time"": 5.375, ""score"": 1.942, ""rms_ratio"": 1.985, ""diff_ratio"": 1.901}, {""time"": 5.515, ""score"": 1.804, ""rms_ratio"": 1.685, ""diff_ratio"": 1.933}, {""time"": 5.665, ""score"": 1.772, ""rms_ratio"": 1.822, ""diff_ratio"": 1.723}, {""time"": 6.175, ""score"": 1.716, ""rms_ratio"": 1.546, ""diff_ratio"": 1.904}, {""time"": 4.955, ""score"": 1.69, ""rms_ratio"": 1.587, ""diff_ratio"": 1.8}]",7.006,ffprobe,7.019,2.025,4.981,fly,pending,high,,,,"Juan Soto's solo home run (41) Juan Soto's solo home run (41) Juan Soto's solo home run (41) Juan Soto crushes a solo home run to right field for his 41st home run of the season, bringing the Mets to within three runs in the 5th inning",https://mlb-cuts-diamond.mlb.com/FORGE/2025/2025-09/17/624067b5-830ce5fb-f7b23a7c-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,MLB_776288_juan-soto-homers-41-on-a-line-drive-to-right-field,raw_sources\MLB_776288_juan-soto-homers-41-on-a-line-drive-to-right-field_Juan_Soto_s_solo_home_run_41_Juan_Soto_s_solo_home_run_41_Juan_Soto_s_solo_home_run_41_Juan_Soto_crushes_a_s.mp4,0.340,7.340,,no,audit_checkpoint_002,40
917,Codex_Workstation,F_1006,dataset/fly_ball/Codex_Workstation/F_1006,4,needs_edit,contact_timestamp_wrong,contact_timestamp_wrong;insufficient_post_contact_context,retime_from_local_audio_candidate;qwen_confirm_visual_contact_near_candidate;recover_source_and_recut_longer,likely_contact_timestamp_wrong,1.970,2.070,2.125,1.985,1.938,2.058,1.824,1.985,0.035,2.125,2.064,"[{""time"": 2.125, ""score"": 2.064, ""rms_ratio"": 1.997, ""diff_ratio"": 2.133}, {""time"": 1.985, ""score"": 1.938, ""rms_ratio"": 2.058, ""diff_ratio"": 1.824}, {""time"": 1.875, ""score"": 1.85, ""rms_ratio"": 1.542, ""diff_ratio"": 2.219}, {""time"": 3.285, ""score"": 1.752, ""rms_ratio"": 1.534, ""diff_ratio"": 2.001}]",3.909,ffprobe,3.925,2.125,1.784,fly,pending,high,,,,Happ and Ballesteros hit back-to-back home runs Happ and Ballesteros hit back-to-back home runs Happ and Ballesteros hit back-to-back home runs Ian Happ hits a two-run homer and Moisés Ballesteros follows it up with a solo home run to extend the Cubs' lead to 4-0 in the 1st inning,https://mlb-cuts-diamond.mlb.com/FORGE/2025/2025-09/17/4d45db40-14d50778-698ca072-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,MLB_776287_happ-and-ballesteros-hit-back-to-back-home-runs,raw_sources\MLB_776287_happ-and-ballesteros-hit-back-to-back-home-runs_Happ_and_Ballesteros_hit_back-to-back_home_runs_Happ_and_Ballesteros_hit_back-to-back_home_runs_Happ_and_Balles.mp4,5.200,12.200,,no,audit_checkpoint_002,41
916,Codex_Workstation,F_1003,dataset/fly_ball/Codex_Workstation/F_1003,4,needs_edit,clip_too_short,insufficient_post_contact_context,recover_source_and_recut_longer,annotated_contact_audio_confirmed,1.950,2.050,2.005,2.005,8.641,7.221,10.339,2.005,0.005,2.005,8.641,"[{""time"": 2.005, ""score"": 8.641, ""rms_ratio"": 7.221, ""diff_ratio"": 10.339}, {""time"": 5.295, ""score"": 7.097, ""rms_ratio"": 3.068, ""diff_ratio"": 16.418}, {""time"": 3.165, ""score"": 7.074, ""rms_ratio"": 3.082, ""diff_ratio"": 16.24}, {""time"": 4.945, ""score"": 6.854, ""rms_ratio"": 2.969, ""diff_ratio"": 15.821}, {""time"": 3.535, ""score"": 6.4, ""rms_ratio"": 5.812, ""diff_ratio"": 7.048}, {""time"": 3.815, ""score"": 6.392, ""rms_ratio"": 2.86, ""diff_ratio"": 14.287}, {""time"": 4.435, ""score"": 5.138, ""rms_ratio"": 4.784, ""diff_ratio"": 5.517}, {""time"": 4.245, ""score"": 4.875, ""rms_ratio"": 3.618, ""diff_ratio"": 6.569}, {""time"": 5.505, ""score"": 4.749, ""rms_ratio"": 3.971, ""diff_ratio"": 5.679}, {""time"": 3.655, ""score"": 4.253, ""rms_ratio"": 3.079, ""diff_ratio"": 5.873}, {""time"": 5.085, ""score"": 4.208, ""rms_ratio"": 3.97, ""diff_ratio"": 4.461}, {""time"": 6.165, ""score"": 4.061, ""rms_ratio"": 3.846, ""diff_ratio"": 4.288}, {""time"": 3.425, ""score"": 3.914, ""rms_ratio"": 3.634, ""diff_ratio"": 4.216}, {""time"": 4.575, ""score"": 3.886, ""rms_ratio"": 3.134, ""diff_ratio"": 4.817}, {""time"": 5.765, ""score"": 3.855, ""rms_ratio"": 3.949, ""diff_ratio"": 3.763}, {""time"": 5.905, ""score"": 3.793, ""rms_ratio"": 3.045, ""diff_ratio"": 4.724}]",7.006,ffprobe,7.019,2.005,5.001,fly,pending,medium,,,,"Ozzie Albies' sacrifice fly Ozzie Albies' sacrifice fly Ozzie Albies' sacrifice fly Ozzie Albies hits a sacrifice fly to center field, scoring Matt Olson in the top of the 9th inning to give the Braves a 7-3 lead",https://mlb-cuts-diamond.mlb.com/FORGE/2025/2025-09/17/84778846-2290b75c-40e71573-csvm-diamondgcp-asset-4000K.mp4,MLB_776286_shinnosuke-ogasawara-in-play-run-s-to-ozzie-albies,raw_sources\MLB_776286_shinnosuke-ogasawara-in-play-run-s-to-ozzie-albies_Ozzie_Albies_sacrifice_fly_Ozzie_Albies_sacrifice_fly_Ozzie_Albies_sacrifice_fly_Ozzie_Albies_hits_a_sacrifi.mp4,1.520,8.520,,no,audit_checkpoint_002,42
915,Codex_Workstation,F_1000,dataset/fly_ball/Codex_Workstation/F_1000,4,needs_edit,contact_timestamp_wrong,contact_timestamp_wrong;insufficient_post_contact_context,retime_from_local_audio_candidate;qwen_confirm_visual_contact_near_candidate;recover_source_and_recut_longer,likely_contact_timestamp_wrong,1.970,2.070,1.655,2.105,1.566,1.693,1.448,1.655,0.365,1.655,3.110,"[{""time"": 1.655, ""score"": 3.11, ""rms_ratio"": 1.589, ""diff_ratio"": 6.085}, {""time"": 0.735, ""score"": 2.469, ""rms_ratio"": 1.981, ""diff_ratio"": 3.077}, {""time"": 1.135, ""score"": 2.337, ""rms_ratio"": 1.294, ""diff_ratio"": 4.222}, {""time"": 0.935, ""score"": 2.147, ""rms_ratio"": 1.757, ""diff_ratio"": 2.624}]",3.793,ffprobe,3.797,1.655,2.138,fly,pending,high,,,,"David Hamilton's solo home run (5) David Hamilton's solo home run (5) David Hamilton's solo home run (5) David Hamilton hits a solo home run to right-center field, cutting the Red Sox deficit to 3-2 in the 2nd inning",https://mlb-cuts-diamond.mlb.com/FORGE/2025/2025-09/18/5c8877b0-5763f07a-d9b1416b-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,MLB_776281_david-hamilton-homers-5-on-a-line-drive-to-right-center-field,raw_sources\MLB_776281_david-hamilton-homers-5-on-a-line-drive-to-right-center-field_David_Hamilton_s_solo_home_run_5_David_Hamilton_s_solo_home_run_5_David_Hamilton_s_solo_home_run_.mp4,6.980,13.980,,no,audit_checkpoint_002,43
914,Codex_Workstation,F_0999,dataset/fly_ball/Codex_Workstation/F_0999,4,needs_edit,clip_too_short,insufficient_post_contact_context,recover_source_and_recut_longer,annotated_contact_audio_confirmed,1.970,2.070,2.025,2.025,6.393,5.140,7.951,2.025,0.005,2.025,6.393,"[{""time"": 2.025, ""score"": 6.393, ""rms_ratio"": 5.14, ""diff_ratio"": 7.951}, {""time"": 6.365, ""score"": 3.325, ""rms_ratio"": 3.865, ""diff_ratio"": 2.86}, {""time"": 6.585, ""score"": 3.309, ""rms_ratio"": 3.792, ""diff_ratio"": 2.887}, {""time"": 5.675, ""score"": 3.202, ""rms_ratio"": 3.639, ""diff_ratio"": 2.818}, {""time"": 5.875, ""score"": 3.105, ""rms_ratio"": 3.105, ""diff_ratio"": 3.105}, {""time"": 5.565, ""score"": 2.976, ""rms_ratio"": 2.743, ""diff_ratio"": 3.228}, {""time"": 6.145, ""score"": 2.845, ""rms_ratio"": 3.162, ""diff_ratio"": 2.559}, {""time"": 2.295, ""score"": 2.839, ""rms_ratio"": 2.532, ""diff_ratio"": 3.183}, {""time"": 3.465, ""score"": 2.553, ""rms_ratio"": 1.979, ""diff_ratio"": 3.294}, {""time"": 3.895, ""score"": 2.488, ""rms_ratio"": 2.683, ""diff_ratio"": 2.307}, {""time"": 6.755, ""score"": 2.329, ""rms_ratio"": 2.394, ""diff_ratio"": 2.266}, {""time"": 2.645, ""score"": 2.299, ""rms_ratio"": 1.978, ""diff_ratio"": 2.672}, {""time"": 2.865, ""score"": 2.261, ""rms_ratio"": 1.266, ""diff_ratio"": 4.038}, {""time"": 4.565, ""score"": 2.239, ""rms_ratio"": 2.266, ""diff_ratio"": 2.213}, {""time"": 2.175, ""score"": 2.122, ""rms_ratio"": 1.925, ""diff_ratio"": 2.34}, {""time"": 4.925, ""score"": 1.907, ""rms_ratio"": 1.385, ""diff_ratio"": 2.626}]",7.006,ffprobe,7.019,2.025,4.981,fly,pending,high,,,,"Brent Rooker's two-run home run (30) Brent Rooker's two-run home run (30) Brent Rooker's two-run home run (30) Brent Rooker crushes his 30th home run of the season, a two-run homer to give the Athletics an early 2-0 lead in the 1st inning",https://mlb-cuts-diamond.mlb.com/FORGE/2025/2025-09/18/21bbdbab-1cb47fc8-8e3bb66c-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,MLB_776281_brent-rooker-homers-30-on-a-fly-ball-to-left-field-lawrence-butler-sc,raw_sources\MLB_776281_brent-rooker-homers-30-on-a-fly-ball-to-left-field-lawrence-butler-sc_Brent_Rooker_s_two-run_home_run_30_Brent_Rooker_s_two-run_home_run_30_Brent_Rooker_s_two-.mp4,0.040,7.040,,no,audit_checkpoint_002,44
913,Codex_Workstation,F_0997,dataset/fly_ball/Codex_Workstation/F_0997,4,needs_edit,clip_too_short,insufficient_post_contact_context,recover_source_and_recut_longer,annotated_contact_audio_confirmed,1.970,2.070,2.035,2.035,2.162,2.315,2.019,2.035,0.015,2.665,2.405,"[{""time"": 2.665, ""score"": 2.405, ""rms_ratio"": 1.99, ""diff_ratio"": 2.905}, {""time"": 2.035, ""score"": 2.162, ""rms_ratio"": 2.315, ""diff_ratio"": 2.019}, {""time"": 3.105, ""score"": 2.11, ""rms_ratio"": 1.598, ""diff_ratio"": 2.786}, {""time"": 2.265, ""score"": 2.06, ""rms_ratio"": 1.845, ""diff_ratio"": 2.3}, {""time"": 2.945, ""score"": 2.006, ""rms_ratio"": 1.808, ""diff_ratio"": 2.227}, {""time"": 0.955, ""score"": 1.895, ""rms_ratio"": 2.028, ""diff_ratio"": 1.771}, {""time"": 4.685, ""score"": 1.781, ""rms_ratio"": 0.909, ""diff_ratio"": 3.171}, {""time"": 1.255, ""score"": 1.693, ""rms_ratio"": 1.789, ""diff_ratio"": 1.603}, {""time"": 1.115, ""score"": 1.665, ""rms_ratio"": 1.747, ""diff_ratio"": 1.587}]",7.007,ffprobe,7.019,2.035,4.972,fly,pending,high,,,,Mickey Moniak's two-run home run (24) Mickey Moniak's two-run home run (24) Mickey Moniak's two-run home run (24) Mickey Moniak brings the Rockies within a pair of runs with a two-run homer in the bottom of the 9th inning,https://mlb-cuts-diamond.mlb.com/FORGE/2025/2025-09/18/e2845fd6-387f5893-f4894532-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,MLB_776270_mickey-moniak-homers-24-on-a-fly-ball-to-center-field-ryan-ritter-sco,raw_sources\MLB_776270_mickey-moniak-homers-24-on-a-fly-ball-to-center-field-ryan-ritter-sco_Mickey_Moniak_s_two-run_home_run_24_Mickey_Moniak_s_two-run_home_run_24_Mickey_Moniak_s_t.mp4,9.120,16.120,,no,audit_checkpoint_002,45
912,Codex_Workstation,F_0996,dataset/fly_ball/Codex_Workstation/F_0996,4,needs_edit,contact_timestamp_wrong,contact_timestamp_wrong;insufficient_post_contact_context,retime_from_local_audio_candidate;qwen_confirm_visual_contact_near_candidate;recover_source_and_recut_longer,likely_contact_timestamp_wrong,1.970,2.070,1.365,2.025,1.441,1.898,1.095,2.345,0.325,1.365,2.149,"[{""time"": 1.365, ""score"": 2.149, ""rms_ratio"": 1.683, ""diff_ratio"": 2.744}, {""time"": 0.105, ""score"": 2.102, ""rms_ratio"": 1.463, ""diff_ratio"": 3.021}, {""time"": 4.195, ""score"": 2.086, ""rms_ratio"": 0.942, ""diff_ratio"": 4.352}, {""time"": 4.005, ""score"": 1.933, ""rms_ratio"": 1.469, ""diff_ratio"": 2.545}, {""time"": 4.585, ""score"": 1.881, ""rms_ratio"": 0.891, ""diff_ratio"": 3.537}, {""time"": 4.425, ""score"": 1.867, ""rms_ratio"": 1.547, ""diff_ratio"": 2.253}, {""time"": 3.715, ""score"": 1.862, ""rms_ratio"": 1.287, ""diff_ratio"": 2.693}, {""time"": 5.755, ""score"": 1.843, ""rms_ratio"": 1.27, ""diff_ratio"": 2.674}, {""time"": 0.355, ""score"": 1.838, ""rms_ratio"": 0.826, ""diff_ratio"": 3.378}, {""time"": 2.455, ""score"": 1.795, ""rms_ratio"": 0.669, ""diff_ratio"": 3.222}, {""time"": 0.845, ""score"": 1.744, ""rms_ratio"": 1.707, ""diff_ratio"": 1.782}, {""time"": 2.345, ""score"": 1.716, ""rms_ratio"": 1.562, ""diff_ratio"": 1.885}]",7.007,ffprobe,7.019,1.365,5.642,fly,pending,high,,,,"Liam Hicks, Otto Lopez hit back-to-back homers Liam Hicks, Otto Lopez hit back-to-back homers Liam Hicks, Otto Lopez hit back-to-back homers Liam Hicks and Otto Lopez hit back-to-back home runs in the top of the 3rd inning, giving the Marlins a 4-2 lead over the Rockies",https://mlb-cuts-diamond.mlb.com/FORGE/2025/2025-09/18/b3248459-bc75a3a9-9204b47b-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,MLB_776270_liam-hicks-otto-lopez-hit-back-to-back-homers,raw_sources\MLB_776270_liam-hicks-otto-lopez-hit-back-to-back-homers_Liam_Hicks_Otto_Lopez_hit_back-to-back_homers_Liam_Hicks_Otto_Lopez_hit_back-to-back_homers_Liam_Hicks_Otto_Lopez.mp4,7.800,14.800,,no,audit_checkpoint_002,46
911,Codex_Workstation,F_0995,dataset/fly_ball/Codex_Workstation/F_0995,4,needs_edit,contact_timestamp_wrong,contact_timestamp_wrong;insufficient_post_contact_context,retime_from_local_audio_candidate;qwen_confirm_visual_contact_near_candidate;recover_source_and_recut_longer,likely_contact_timestamp_wrong,1.970,2.070,2.405,1.985,1.506,1.743,1.301,2.205,0.185,2.405,2.406,"[{""time"": 2.405, ""score"": 2.406, ""rms_ratio"": 1.268, ""diff_ratio"": 4.563}, {""time"": 3.445, ""score"": 2.217, ""rms_ratio"": 1.783, ""diff_ratio"": 2.758}, {""time"": 1.685, ""score"": 2.004, ""rms_ratio"": 1.396, ""diff_ratio"": 2.877}, {""time"": 3.335, ""score"": 1.887, ""rms_ratio"": 2.068, ""diff_ratio"": 1.723}, {""time"": 1.795, ""score"": 1.796, ""rms_ratio"": 1.53, ""diff_ratio"": 2.11}, {""time"": 2.205, ""score"": 1.74, ""rms_ratio"": 1.621, ""diff_ratio"": 1.867}, {""time"": 2.855, ""score"": 1.684, ""rms_ratio"": 1.872, ""diff_ratio"": 1.515}, {""time"": 1.225, ""score"": 1.666, ""rms_ratio"": 1.631, ""diff_ratio"": 1.702}]",3.540,ffprobe,3.541,2.405,1.135,fly,pending,medium,,,,Liam Hicks' two-run homer (6) Liam Hicks' two-run homer (6) Liam Hicks' two-run homer (6) Liam Hicks gives the Marlins a 3-2 lead with a two-run home run in the top of the 3rd inning,https://mlb-cuts-diamond.mlb.com/FORGE/2025/2025-09/18/3c27f41e-6b1efb57-095806f0-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,MLB_776270_liam-hicks-homers-6-on-a-fly-ball-to-right-center-field-agustin-ramir,raw_sources\MLB_776270_liam-hicks-homers-6-on-a-fly-ball-to-right-center-field-agustin-ramir_Liam_Hicks_two-run_homer_6_Liam_Hicks_two-run_homer_6_Liam_Hicks_two-run_homer_6_Liam_Hic.mp4,4.460,11.460,,no,audit_checkpoint_002,47
910,Codex_Workstation,F_0994,dataset/fly_ball/Codex_Workstation/F_0994,4,needs_edit,clip_too_short,insufficient_post_contact_context,recover_source_and_recut_longer,annotated_contact_audio_confirmed,1.790,1.890,1.855,1.855,5.817,3.221,10.507,1.855,0.015,1.855,5.817,"[{""time"": 1.855, ""score"": 5.817, ""rms_ratio"": 3.221, ""diff_ratio"": 10.507}, {""time"": 2.725, ""score"": 3.112, ""rms_ratio"": 2.74, ""diff_ratio"": 3.536}, {""time"": 2.965, ""score"": 2.814, ""rms_ratio"": 2.485, ""diff_ratio"": 3.187}, {""time"": 6.415, ""score"": 2.521, ""rms_ratio"": 2.331, ""diff_ratio"": 2.726}, {""time"": 5.735, ""score"": 2.483, ""rms_ratio"": 2.166, ""diff_ratio"": 2.845}, {""time"": 6.735, ""score"": 2.444, ""rms_ratio"": 2.606, ""diff_ratio"": 2.292}, {""time"": 4.205, ""score"": 2.302, ""rms_ratio"": 2.006, ""diff_ratio"": 2.641}, {""time"": 4.575, ""score"": 2.239, ""rms_ratio"": 2.36, ""diff_ratio"": 2.125}, {""time"": 2.485, ""score"": 2.111, ""rms_ratio"": 1.669, ""diff_ratio"": 2.669}, {""time"": 3.375, ""score"": 2.103, ""rms_ratio"": 1.777, ""diff_ratio"": 2.488}, {""time"": 3.125, ""score"": 1.964, ""rms_ratio"": 1.795, ""diff_ratio"": 2.149}, {""time"": 5.275, ""score"": 1.952, ""rms_ratio"": 2.053, ""diff_ratio"": 1.856}, {""time"": 5.955, ""score"": 1.802, ""rms_ratio"": 1.97, ""diff_ratio"": 1.648}, {""time"": 4.745, ""score"": 1.789, ""rms_ratio"": 1.794, ""diff_ratio"": 1.785}, {""time"": 6.245, ""score"": 1.77, ""rms_ratio"": 2.084, ""diff_ratio"": 1.504}, {""time"": 5.505, ""score"": 1.755, ""rms_ratio"": 1.976, ""diff_ratio"": 1.558}]",7.014,ffprobe,7.014,1.855,5.159,fly,pending,high,,,,Carson Williams' solo home run (4) Carson Williams' solo home run (4) Carson Williams' solo home run (4) Carson Williams' crushes a solo home run to left field to extend the Rays' lead to 4-0 in the bottom of the 6th,https://mlb-cuts-diamond.mlb.com/FORGE/2025/2025-09/18/17fbf891-12c6fcb0-b6bf9293-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,MLB_776269_eric-lauer-in-play-run-s-to-carson-williams,raw_sources\MLB_776269_eric-lauer-in-play-run-s-to-carson-williams_Carson_Williams_solo_home_run_4_Carson_Williams_solo_home_run_4_Carson_Williams_solo_home_run_4_Carson_Williams_cru.mp4,0.000,7.000,,no,audit_checkpoint_002,48
909,Codex_Workstation,F_0992,dataset/fly_ball/Codex_Workstation/F_0992,4,needs_edit,contact_timestamp_wrong,contact_timestamp_wrong;insufficient_post_contact_context,retime_from_local_audio_candidate;qwen_confirm_visual_contact_near_candidate;recover_source_and_recut_longer,likely_contact_timestamp_wrong,3.110,3.210,3.515,3.245,1.840,1.362,2.487,3.165,0.005,0.365,4.585,"[{""time"": 0.365, ""score"": 4.585, ""rms_ratio"": 2.163, ""diff_ratio"": 9.72}, {""time"": 3.515, ""score"": 2.352, ""rms_ratio"": 1.727, ""diff_ratio"": 3.202}, {""time"": 0.515, ""score"": 2.2, ""rms_ratio"": 1.165, ""diff_ratio"": 4.156}, {""time"": 1.995, ""score"": 2.16, ""rms_ratio"": 1.901, ""diff_ratio"": 2.455}, {""time"": 2.465, ""score"": 2.148, ""rms_ratio"": 0.837, ""diff_ratio"": 4.613}, {""time"": 2.195, ""score"": 2.047, ""rms_ratio"": 1.693, ""diff_ratio"": 2.477}, {""time"": 3.325, ""score"": 1.895, ""rms_ratio"": 1.498, ""diff_ratio"": 2.396}, {""time"": 3.165, ""score"": 1.775, ""rms_ratio"": 1.965, ""diff_ratio"": 1.603}, {""time"": 1.885, ""score"": 1.74, ""rms_ratio"": 1.257, ""diff_ratio"": 2.409}, {""time"": 3.035, ""score"": 1.657, ""rms_ratio"": 1.875, ""diff_ratio"": 1.464}, {""time"": 0.105, ""score"": 1.65, ""rms_ratio"": 1.272, ""diff_ratio"": 2.142}]",3.537,ffprobe,3.541,3.515,0.022,fly,pending,medium,,,,"Ronald Acuña Jr.'s two-run home run (18) Ronald Acuña Jr.'s two-run home run (18) Ronald Acuña Jr.'s two-run home run (18) Ronald Acuña Jr. crushes a two-run home run to right field, increasing the Braves' lead to 6-0 in the top of the 2nd inning",https://mlb-cuts-diamond.mlb.com/FORGE/2025/2025-09/19/0d61adae-7fddb079-f6c8c3e1-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,MLB_776268_ronald-acuna-jr-homers-18-on-a-fly-ball-to-right-center-field-matt-ol,raw_sources\MLB_776268_ronald-acuna-jr-homers-18-on-a-fly-ball-to-right-center-field-matt-ol_Ronald_Acu_a_Jr._s_two-run_home_run_18_Ronald_Acu_a_Jr._s_two-run_home_run_18_Ronald_Acu_.mp4,2.600,9.600,,no,audit_checkpoint_002,49
908,Codex_Workstation,F_0991,dataset/fly_ball/Codex_Workstation/F_0991,4,needs_edit,clip_too_short,insufficient_post_contact_context,recover_source_and_recut_longer,annotated_contact_audio_confirmed,1.970,2.070,1.995,1.995,3.143,1.969,5.016,1.995,0.025,2.375,3.511,"[{""time"": 2.375, ""score"": 3.511, ""rms_ratio"": 1.934, ""diff_ratio"": 6.377}, {""time"": 1.995, ""score"": 3.143, ""rms_ratio"": 1.969, ""diff_ratio"": 5.016}, {""time"": 1.705, ""score"": 2.89, ""rms_ratio"": 1.599, ""diff_ratio"": 5.223}, {""time"": 0.615, ""score"": 2.854, ""rms_ratio"": 2.013, ""diff_ratio"": 4.047}, {""time"": 1.405, ""score"": 2.629, ""rms_ratio"": 2.013, ""diff_ratio"": 3.434}, {""time"": 2.735, ""score"": 2.591, ""rms_ratio"": 2.872, ""diff_ratio"": 2.338}, {""time"": 1.255, ""score"": 2.454, ""rms_ratio"": 1.841, ""diff_ratio"": 3.272}, {""time"": 2.155, ""score"": 2.363, ""rms_ratio"": 2.323, ""diff_ratio"": 2.404}, {""time"": 1.835, ""score"": 2.36, ""rms_ratio"": 1.885, ""diff_ratio"": 2.954}, {""time"": 2.525, ""score"": 2.296, ""rms_ratio"": 1.858, ""diff_ratio"": 2.836}, {""time"": 2.895, ""score"": 2.188, ""rms_ratio"": 1.954, ""diff_ratio"": 2.45}, {""time"": 1.555, ""score"": 2.026, ""rms_ratio"": 2.14, ""diff_ratio"": 1.917}, {""time"": 3.015, ""score"": 1.913, ""rms_ratio"": 2.014, ""diff_ratio"": 1.817}]",4.637,ffprobe,4.651,1.995,2.642,fly,pending,medium,,,,"Spencer Steer's two-homer night Spencer Steer's two-homer night Spencer Steer's two-homer night Spencer Steer hits two home runs, knocking in three runs in the Reds' 7-4 win",https://mlb-cuts-diamond.mlb.com/FORGE/2025/2025-09/19/1a44153f-68732b74-6b7cde80-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,MLB_776267_spencer-steer-s-two-homer-night,raw_sources\MLB_776267_spencer-steer-s-two-homer-night_Spencer_Steer_s_two-homer_night_Spencer_Steer_s_two-homer_night_Spencer_Steer_s_two-homer_night_Spencer_Steer_hits_two_home_run.mp4,1.400,8.400,,no,audit_checkpoint_002,50
