sample_id,sample_path,status,audio_ratio,changed_fields,old_values,new_values,reason
G_064,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_064,auto_applied,,"event_start,event_end","{""event_end"": ""0.790"", ""event_start"": ""0.690""}","{""event_end"": ""0.760"", ""event_start"": ""0.720""}",field-level evidence applied; unverified secondary fields retained
G_067,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_067,auto_applied,,"event_start,event_end","{""event_end"": ""4.740"", ""event_start"": ""4.640""}","{""event_end"": ""4.730"", ""event_start"": ""4.630""}",field-level evidence applied; unverified secondary fields retained
G_068,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_068,auto_applied,,"event_start,event_end","{""event_end"": ""3.560"", ""event_start"": ""3.460""}","{""event_end"": ""2.220"", ""event_start"": ""2.120""}",field-level evidence applied; unverified secondary fields retained
G_070,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_070,auto_applied,,"event_start,event_end","{""event_end"": ""2.260"", ""event_start"": ""2.160""}","{""event_end"": ""2.245"", ""event_start"": ""2.145""}",field-level evidence applied; unverified secondary fields retained
G_071,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_071,auto_applied,,"event_start,event_end","{""event_end"": ""4.660"", ""event_start"": ""4.560""}","{""event_end"": ""4.720"", ""event_start"": ""4.590""}",field-level evidence applied; unverified secondary fields retained
G_072,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_072,auto_applied,,"event_start,event_end","{""event_end"": ""3.420"", ""event_start"": ""3.320""}","{""event_end"": ""3.480"", ""event_start"": ""3.330""}",field-level evidence applied; unverified secondary fields retained
G_073,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_073,auto_applied,,"event_start,event_end","{""event_end"": ""3.520"", ""event_start"": ""3.420""}","{""event_end"": ""3.550"", ""event_start"": ""3.450""}",field-level evidence applied; unverified secondary fields retained
G_074,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_074,auto_applied,,region,"{""region"": ""4""}","{""region"": ""2""}",field-level evidence applied; unverified secondary fields retained
G_075,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_075,auto_applied,,"event_start,event_end","{""event_end"": ""2.580"", ""event_start"": ""2.480""}","{""event_end"": ""2.570"", ""event_start"": ""2.470""}",field-level evidence applied; unverified secondary fields retained
G_076,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_076,auto_applied,,"event_start,event_end","{""event_end"": ""2.520"", ""event_start"": ""2.420""}","{""event_end"": ""2.510"", ""event_start"": ""2.410""}",field-level evidence applied; unverified secondary fields retained
G_077,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_077,auto_applied,,"event_start,event_end","{""event_end"": ""1.260"", ""event_start"": ""1.160""}","{""event_end"": ""1.280"", ""event_start"": ""1.210""}",field-level evidence applied; unverified secondary fields retained
G_079,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_079,auto_applied,,"event_start,event_end","{""event_end"": ""3.580"", ""event_start"": ""3.480""}","{""event_end"": ""3.620"", ""event_start"": ""3.470""}",field-level evidence applied; unverified secondary fields retained
G_082,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_082,auto_applied,,region,"{""region"": ""3""}","{""region"": ""2""}",field-level evidence applied; unverified secondary fields retained
G_083,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_083,auto_applied,,"event_start,event_end","{""event_end"": ""3.600"", ""event_start"": ""3.500""}","{""event_end"": ""3.660"", ""event_start"": ""3.510""}",field-level evidence applied; unverified secondary fields retained
G_085,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_085,pass,,,{},{},field-level evidence applied; unverified secondary fields retained
G_086,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_086,auto_applied,,"event_start,event_end","{""event_end"": ""3.480"", ""event_start"": ""3.380""}","{""event_end"": ""2.500"", ""event_start"": ""2.400""}",field-level evidence applied; unverified secondary fields retained
G_087,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_087,permissive_reject,,,{},{},one review stage explicitly found the sample unusable
G_088,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_088,pass,,,{},{},field-level evidence applied; unverified secondary fields retained
G_089,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_089,auto_applied,,"event_start,event_end","{""event_end"": ""3.400"", ""event_start"": ""3.300""}","{""event_end"": ""3.380"", ""event_start"": ""3.330""}",field-level evidence applied; unverified secondary fields retained
G_090,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_090,auto_applied,,"event_start,event_end","{""event_end"": ""3.540"", ""event_start"": ""3.440""}","{""event_end"": ""3.600"", ""event_start"": ""3.450""}",field-level evidence applied; unverified secondary fields retained
G_091,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_091,auto_applied,,"event_start,event_end","{""event_end"": ""4.520"", ""event_start"": ""4.420""}","{""event_end"": ""4.510"", ""event_start"": ""4.410""}",field-level evidence applied; unverified secondary fields retained
G_092,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_092,permissive_reject,,,{},{},one review stage explicitly found the sample unusable
G_094,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_094,auto_applied,,"event_start,event_end","{""event_end"": ""3.520"", ""event_start"": ""3.420""}","{""event_end"": ""3.510"", ""event_start"": ""3.410""}",field-level evidence applied; unverified secondary fields retained
G_097,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_097,auto_applied,,"event_start,event_end","{""event_end"": ""4.700"", ""event_start"": ""4.600""}","{""event_end"": ""4.690"", ""event_start"": ""4.590""}",field-level evidence applied; unverified secondary fields retained
G_099,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_099,permissive_reject,,,{},{},one review stage explicitly found the sample unusable
G_100,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_100,pass,,,{},{},field-level evidence applied; unverified secondary fields retained
G_102,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_102,pass,,,{},{},field-level evidence applied; unverified secondary fields retained
G_103,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_103,pass,,,{},{},field-level evidence applied; unverified secondary fields retained
G_104,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_104,pass,,,{},{},field-level evidence applied; unverified secondary fields retained
G_105,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_105,auto_applied,,"event_start,event_end","{""event_end"": ""1.560"", ""event_start"": ""1.460""}","{""event_end"": ""1.570"", ""event_start"": ""1.470""}",field-level evidence applied; unverified secondary fields retained
G_106,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_106,auto_applied,,"event_start,event_end","{""event_end"": ""3.580"", ""event_start"": ""3.480""}","{""event_end"": ""2.720"", ""event_start"": ""2.620""}",field-level evidence applied; unverified secondary fields retained
G_109,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_109,auto_applied,,"event_start,event_end","{""event_end"": ""1.420"", ""event_start"": ""1.320""}","{""event_end"": ""1.410"", ""event_start"": ""1.310""}",field-level evidence applied; unverified secondary fields retained
G_110,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_110,pass,,,{},{},field-level evidence applied; unverified secondary fields retained
G_112,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_112,auto_applied,,region,"{""region"": ""3""}","{""region"": ""2""}",field-level evidence applied; unverified secondary fields retained
G_115,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_115,auto_applied,,"event_start,event_end","{""event_end"": ""1.240"", ""event_start"": ""1.140""}","{""event_end"": ""1.220"", ""event_start"": ""1.150""}",field-level evidence applied; unverified secondary fields retained
G_117,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_117,auto_applied,,region,"{""region"": ""2""}","{""region"": ""3""}",field-level evidence applied; unverified secondary fields retained
G_118,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_118,auto_applied,,"event_start,event_end","{""event_end"": ""1.140"", ""event_start"": ""1.040""}","{""event_end"": ""1.135"", ""event_start"": ""1.035""}",field-level evidence applied; unverified secondary fields retained
G_119,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_119,auto_applied,,region,"{""region"": ""3""}","{""region"": ""4""}",field-level evidence applied; unverified secondary fields retained
G_121,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_121,pass,,,{},{},field-level evidence applied; unverified secondary fields retained
G_124,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_124,auto_applied,,"region,event_start,event_end","{""event_end"": ""3.440"", ""event_start"": ""3.340"", ""region"": ""4""}","{""event_end"": ""2.750"", ""event_start"": ""2.650"", ""region"": ""3""}",field-level evidence applied; unverified secondary fields retained
G_127,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_127,pass,,,{},{},field-level evidence applied; unverified secondary fields retained
G_128,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_128,pass,,,{},{},field-level evidence applied; unverified secondary fields retained
G_130,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_130,auto_applied,,region,"{""region"": ""4""}","{""region"": ""1""}",field-level evidence applied; unverified secondary fields retained
G_133,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_133,auto_applied,,"event_start,event_end","{""event_end"": ""3.560"", ""event_start"": ""3.460""}","{""event_end"": ""2.950"", ""event_start"": ""2.850""}",field-level evidence applied; unverified secondary fields retained
G_134,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_134,auto_applied,,"event_start,event_end","{""event_end"": ""3.560"", ""event_start"": ""3.460""}","{""event_end"": ""3.580"", ""event_start"": ""3.470""}",field-level evidence applied; unverified secondary fields retained
G_135,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_135,auto_applied,,region,"{""region"": ""3""}","{""region"": ""2""}",field-level evidence applied; unverified secondary fields retained
G_136,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_136,pass,,,{},{},field-level evidence applied; unverified secondary fields retained
G_138,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_138,auto_applied,,"event_start,event_end","{""event_end"": ""3.880"", ""event_start"": ""3.780""}","{""event_end"": ""2.710"", ""event_start"": ""2.610""}",field-level evidence applied; unverified secondary fields retained
G_139,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_139,auto_applied,,"event_start,event_end","{""event_end"": ""1.720"", ""event_start"": ""1.620""}","{""event_end"": ""1.730"", ""event_start"": ""1.630""}",field-level evidence applied; unverified secondary fields retained
G_140,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_140,auto_applied,,"region,event_start,event_end","{""event_end"": ""3.440"", ""event_start"": ""3.340"", ""region"": ""1""}","{""event_end"": ""3.430"", ""event_start"": ""3.330"", ""region"": ""2""}",field-level evidence applied; unverified secondary fields retained
G_142,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_142,auto_applied,,"event_start,event_end","{""event_end"": ""4.200"", ""event_start"": ""4.100""}","{""event_end"": ""4.010"", ""event_start"": ""3.910""}",field-level evidence applied; unverified secondary fields retained
G_143,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_143,pass,,,{},{},field-level evidence applied; unverified secondary fields retained
G_145,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_145,auto_applied,,"event_start,event_end","{""event_end"": ""1.980"", ""event_start"": ""1.880""}","{""event_end"": ""2.000"", ""event_start"": ""1.920""}",field-level evidence applied; unverified secondary fields retained
G_146,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_146,auto_applied,,region,"{""region"": ""1""}","{""region"": ""2""}",field-level evidence applied; unverified secondary fields retained
G_148,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_148,auto_applied,,"event_start,event_end","{""event_end"": ""3.580"", ""event_start"": ""3.480""}","{""event_end"": ""3.570"", ""event_start"": ""3.470""}",field-level evidence applied; unverified secondary fields retained
G_150,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_150,auto_applied,,"event_start,event_end","{""event_end"": ""1.250"", ""event_start"": ""1.150""}","{""event_end"": ""1.230"", ""event_start"": ""1.130""}",field-level evidence applied; unverified secondary fields retained
G_151,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_151,auto_applied,,"region,event_start,event_end","{""event_end"": ""1.840"", ""event_start"": ""1.740"", ""region"": ""3""}","{""event_end"": ""1.280"", ""event_start"": ""1.180"", ""region"": ""2""}",field-level evidence applied; unverified secondary fields retained
G_154,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_154,pass,,,{},{},field-level evidence applied; unverified secondary fields retained
G_155,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_155,auto_applied,,region,"{""region"": ""4""}","{""region"": ""2""}",field-level evidence applied; unverified secondary fields retained
G_156,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_156,auto_applied,,"event_start,event_end","{""event_end"": ""2.980"", ""event_start"": ""2.880""}","{""event_end"": ""2.970"", ""event_start"": ""2.870""}",field-level evidence applied; unverified secondary fields retained
G_157,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_157,auto_applied,,"event_start,event_end","{""event_end"": ""2.320"", ""event_start"": ""2.220""}","{""event_end"": ""2.300"", ""event_start"": ""2.200""}",field-level evidence applied; unverified secondary fields retained
G_159,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_159,auto_applied,,"event_start,event_end","{""event_end"": ""1.540"", ""event_start"": ""1.440""}","{""event_end"": ""1.530"", ""event_start"": ""1.430""}",field-level evidence applied; unverified secondary fields retained
G_160,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_160,auto_applied,,"event_start,event_end","{""event_end"": ""2.060"", ""event_start"": ""1.960""}","{""event_end"": ""1.450"", ""event_start"": ""1.350""}",field-level evidence applied; unverified secondary fields retained
G_161,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_161,auto_applied,,"event_start,event_end","{""event_end"": ""3.220"", ""event_start"": ""3.120""}","{""event_end"": ""3.200"", ""event_start"": ""3.150""}",field-level evidence applied; unverified secondary fields retained
G_163,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_163,pass,,,{},{},field-level evidence applied; unverified secondary fields retained
G_166,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_166,auto_applied,,"event_start,event_end","{""event_end"": ""3.520"", ""event_start"": ""3.420""}","{""event_end"": ""3.510"", ""event_start"": ""3.410""}",field-level evidence applied; unverified secondary fields retained
G_168,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_168,auto_applied,,region,"{""region"": ""1""}","{""region"": ""4""}",field-level evidence applied; unverified secondary fields retained
G_169,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_169,pass,,,{},{},field-level evidence applied; unverified secondary fields retained
G_170,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_170,pass,,,{},{},field-level evidence applied; unverified secondary fields retained
G_172,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_172,pass,,,{},{},field-level evidence applied; unverified secondary fields retained
G_173,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_173,auto_applied,,"strength,bounce","{""bounce"": ""no"", ""strength"": ""medium""}","{""bounce"": ""yes"", ""strength"": ""high""}",field-level evidence applied; unverified secondary fields retained
G_174,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_174,auto_applied,,"event_start,event_end","{""event_end"": ""3.540"", ""event_start"": ""3.440""}","{""event_end"": ""3.530"", ""event_start"": ""3.430""}",field-level evidence applied; unverified secondary fields retained
G_175,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_175,auto_applied,,region,"{""region"": ""3""}","{""region"": ""1""}",field-level evidence applied; unverified secondary fields retained
G_177,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_177,pass,,,{},{},field-level evidence applied; unverified secondary fields retained
G_178,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_178,pass,,,{},{},field-level evidence applied; unverified secondary fields retained
G_179,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_179,pass,,,{},{},field-level evidence applied; unverified secondary fields retained
G_181,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_181,pass,,,{},{},field-level evidence applied; unverified secondary fields retained
G_182,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_182,auto_applied,,"event_start,event_end","{""event_end"": ""3.400"", ""event_start"": ""3.300""}","{""event_end"": ""3.460"", ""event_start"": ""3.310""}",field-level evidence applied; unverified secondary fields retained
G_184,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_184,auto_applied,,"event_start,event_end","{""event_end"": ""3.240"", ""event_start"": ""3.140""}","{""event_end"": ""3.230"", ""event_start"": ""3.130""}",field-level evidence applied; unverified secondary fields retained
G_186,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_186,auto_applied,,"event_start,event_end","{""event_end"": ""3.560"", ""event_start"": ""3.460""}","{""event_end"": ""3.580"", ""event_start"": ""3.470""}",field-level evidence applied; unverified secondary fields retained
G_187,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_187,pass,,,{},{},field-level evidence applied; unverified secondary fields retained
G_188,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_188,pass,,,{},{},field-level evidence applied; unverified secondary fields retained
G_189,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_189,auto_applied,,"region,event_start,event_end","{""event_end"": ""1.180"", ""event_start"": ""1.080"", ""region"": ""3""}","{""event_end"": ""1.240"", ""event_start"": ""1.090"", ""region"": ""1""}",field-level evidence applied; unverified secondary fields retained
G_190,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_190,auto_applied,,"event_start,event_end","{""event_end"": ""1.060"", ""event_start"": ""0.960""}","{""event_end"": ""1.045"", ""event_start"": ""0.965""}",field-level evidence applied; unverified secondary fields retained
G_192,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_192,auto_applied,,"event_start,event_end","{""event_end"": ""3.140"", ""event_start"": ""3.040""}","{""event_end"": ""3.130"", ""event_start"": ""3.030""}",field-level evidence applied; unverified secondary fields retained
G_193,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_193,auto_applied,,"event_start,event_end","{""event_end"": ""1.560"", ""event_start"": ""1.460""}","{""event_end"": ""1.520"", ""event_start"": ""1.480""}",field-level evidence applied; unverified secondary fields retained
G_195,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_195,auto_applied,,"event_start,event_end","{""event_end"": ""3.520"", ""event_start"": ""3.420""}","{""event_end"": ""3.530"", ""event_start"": ""3.430""}",field-level evidence applied; unverified secondary fields retained
G_196,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_196,permissive_reject,,,{},{},one review stage explicitly found the sample unusable
G_198,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_198,pass,,,{},{},field-level evidence applied; unverified secondary fields retained
G_199,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_199,auto_applied,,"event_start,event_end","{""event_end"": ""1.720"", ""event_start"": ""1.620""}","{""event_end"": ""1.730"", ""event_start"": ""1.630""}",field-level evidence applied; unverified secondary fields retained
G_200,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_200,auto_applied,,"region,event_start,event_end","{""event_end"": ""1.980"", ""event_start"": ""1.880"", ""region"": ""3""}","{""event_end"": ""2.040"", ""event_start"": ""1.890"", ""region"": ""1""}",field-level evidence applied; unverified secondary fields retained
G_201,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_201,auto_applied,,"event_start,event_end","{""event_end"": ""4.840"", ""event_start"": ""4.740""}","{""event_end"": ""4.830"", ""event_start"": ""4.760""}",field-level evidence applied; unverified secondary fields retained
G_203,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_203,auto_applied,,"event_start,event_end","{""event_end"": ""1.940"", ""event_start"": ""1.840""}","{""event_end"": ""1.930"", ""event_start"": ""1.830""}",field-level evidence applied; unverified secondary fields retained
G_204,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_204,auto_applied,,"event_start,event_end","{""event_end"": ""2.880"", ""event_start"": ""2.780""}","{""event_end"": ""2.870"", ""event_start"": ""2.770""}",field-level evidence applied; unverified secondary fields retained
G_205,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_205,auto_applied,,"strength,event_start,event_end","{""event_end"": ""3.980"", ""event_start"": ""3.880"", ""strength"": ""medium""}","{""event_end"": ""2.500"", ""event_start"": ""2.400"", ""strength"": ""low""}",field-level evidence applied; unverified secondary fields retained
G_206,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_206,pass,,,{},{},field-level evidence applied; unverified secondary fields retained
G_207,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_207,auto_applied,,strength,"{""strength"": ""medium""}","{""strength"": ""high""}",field-level evidence applied; unverified secondary fields retained
G_209,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_209,auto_applied,,"region,strength","{""region"": ""1"", ""strength"": ""medium""}","{""region"": ""2"", ""strength"": ""high""}",field-level evidence applied; unverified secondary fields retained
G_210,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_210,auto_applied,,region,"{""region"": ""1""}","{""region"": ""2""}",field-level evidence applied; unverified secondary fields retained
G_211,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_211,permissive_reject,,,{},{},one review stage explicitly found the sample unusable
G_212,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_212,auto_applied,,"region,strength,event_start,event_end","{""event_end"": ""2.980"", ""event_start"": ""2.880"", ""region"": ""3"", ""strength"": ""medium""}","{""event_end"": ""2.940"", ""event_start"": ""2.900"", ""region"": ""4"", ""strength"": ""low""}",field-level evidence applied; unverified secondary fields retained
G_213,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_213,auto_applied,,"event_start,event_end","{""event_end"": ""2.280"", ""event_start"": ""2.180""}","{""event_end"": ""2.270"", ""event_start"": ""2.170""}",field-level evidence applied; unverified secondary fields retained
G_214,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_214,auto_applied,,"event_start,event_end","{""event_end"": ""1.520"", ""event_start"": ""1.420""}","{""event_end"": ""1.780"", ""event_start"": ""1.680""}",field-level evidence applied; unverified secondary fields retained
G_216,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_216,pass,,,{},{},field-level evidence applied; unverified secondary fields retained
G_217,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_217,auto_applied,,"event_start,event_end","{""event_end"": ""3.700"", ""event_start"": ""3.600""}","{""event_end"": ""3.690"", ""event_start"": ""3.590""}",field-level evidence applied; unverified secondary fields retained
G_219,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_219,auto_applied,,"event_start,event_end","{""event_end"": ""3.280"", ""event_start"": ""3.180""}","{""event_end"": ""3.270"", ""event_start"": ""3.170""}",field-level evidence applied; unverified secondary fields retained
G_220,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_220,pass,,,{},{},field-level evidence applied; unverified secondary fields retained
G_221,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_221,auto_applied,,"event_start,event_end","{""event_end"": ""3.260"", ""event_start"": ""3.160""}","{""event_end"": ""3.220"", ""event_start"": ""3.180""}",field-level evidence applied; unverified secondary fields retained
G_223,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_223,auto_applied,,"event_start,event_end","{""event_end"": ""3.280"", ""event_start"": ""3.180""}","{""event_end"": ""2.510"", ""event_start"": ""2.410""}",field-level evidence applied; unverified secondary fields retained
G_224,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_224,auto_applied,,"event_start,event_end","{""event_end"": ""1.540"", ""event_start"": ""1.440""}","{""event_end"": ""1.530"", ""event_start"": ""1.430""}",field-level evidence applied; unverified secondary fields retained
G_225,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_225,auto_applied,,region,"{""region"": ""3""}","{""region"": ""2""}",field-level evidence applied; unverified secondary fields retained
G_226,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_226,pass,,,{},{},field-level evidence applied; unverified secondary fields retained
G_227,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_227,auto_applied,,region,"{""region"": ""3""}","{""region"": ""2""}",field-level evidence applied; unverified secondary fields retained
G_228,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_228,auto_applied,,strength,"{""strength"": ""medium""}","{""strength"": ""high""}",field-level evidence applied; unverified secondary fields retained
G_229,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_229,auto_applied,,"event_start,event_end","{""event_end"": ""2.920"", ""event_start"": ""2.820""}","{""event_end"": ""2.930"", ""event_start"": ""2.830""}",field-level evidence applied; unverified secondary fields retained
G_230,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_230,auto_applied,,"event_start,event_end","{""event_end"": ""1.260"", ""event_start"": ""1.160""}","{""event_end"": ""1.230"", ""event_start"": ""1.130""}",field-level evidence applied; unverified secondary fields retained
